player,game,home_team,away_team,line,over_bookmaker,over_odds,over_decimal_odds,over_implied_prob,over_fair_odds,over_fair_prob,over_ev,under_bookmaker,under_odds,under_decimal_odds,under_implied_prob,under_fair_odds,under_fair_prob,under_ev,bookmakers_over,bookmakers_under,total_bookmakers
Nick Jr Smith,Nets @ Hornets,Hornets,Nets,2.5,betmgm,-105.0,1.9524,0.5122,-112.0,0.5283,3.15,espnbet,100.0,2.0,0.5,112.0,0.4717,-5.66,5,5,5
Tidjane Salaun,Nets @ Hornets,Hornets,Nets,4.5,prophetexchange,120.0,2.2,0.4545,102.0,0.495,8.9,hardrockbet,-105.0,1.9524,0.5122,-102.0,0.5049,-1.42,5,4,5
Gui Santos,Pistons @ Warriors,Warriors,Pistons,3.5,betonline,-139.0,1.7194,0.5816,-121.0,0.5475,-5.86,betonline,107.0,2.07,0.4831,121.0,0.4525,-6.33,4,4,4
Haywood Highsmith,Bulls @ Heat,Heat,Bulls,3.5,underdog,-118.0,1.8475,0.5413,100.0,0.5,-7.63,espnbet,-110.0,1.9091,0.5238,100.0,0.5,-4.55,4,3,4
Karlo Matkovic,Pelicans @ Rockets,Rockets,Pelicans,4.5,bovada,-112.0,1.8929,0.5283,101.0,0.4975,-5.83,hardrockbet,100.0,2.0,0.5,-101.0,0.5025,0.5,4,4,4
Luke Kornet,Lakers @ Celtics,Celtics,Lakers,4.5,betonline,115.0,2.15,0.4651,116.0,0.463,-0.45,draftkings,105.0,2.05,0.4878,-116.0,0.537,10.09,4,3,4
Steven Adams,Pelicans @ Rockets,Rockets,Pelicans,4.5,bovada,-116.0,1.8621,0.537,-105.0,0.5122,-4.62,hardrockbet,-110.0,1.9091,0.5238,105.0,0.4878,-6.87,4,3,4
Tj Mcconnell,Pacers @ Hawks,Hawks,Pacers,2.5,betmgm,-110.0,1.9091,0.5238,-112.0,0.5283,0.86,betonline,100.0,2.0,0.5,112.0,0.4717,-5.66,4,3,4
Gabe Vincent,Lakers @ Celtics,Celtics,Lakers,1.5,hardrockbet,475.0,5.75,0.1739,180.0,0.3571,105.33,betmgm,180.0,2.8,0.3571,-180.0,0.6428,79.98,3,2,3
Jakobe Walter,Wizards @ Raptors,Raptors,Wizards,3.5,bovada,-147.0,1.6803,0.5951,-127.0,0.5595,-5.99,betmgm,115.0,2.15,0.4651,127.0,0.4405,-5.29,3,3,3
Lamelo Ball,Nets @ Hornets,Hornets,Nets,4.5,prizepicks,-118.0,1.8475,0.5413,100.0,0.5,-7.63,bovada,110.0,2.1,0.4762,100.0,0.5,5.0,3,3,3
Seth Curry,Nets @ Hornets,Hornets,Nets,1.5,espnbet,110.0,2.1,0.4762,118.0,0.4587,-3.67,prophetexchange,100.0,2.0,0.5,-118.0,0.5413,8.26,2,3,3
Aj Lawson,Wizards @ Raptors,Raptors,Wizards,3.5,unknown,230.0,3.3,0.303,132.0,0.431,42.23,betmgm,-175.0,1.5714,0.6364,-132.0,0.569,-10.59,2,1,2
Jamison Battle,Wizards @ Raptors,Raptors,Wizards,3.5,prophetexchange,129.0,2.29,0.4367,118.0,0.4587,5.04,betmgm,-125.0,1.8,0.5556,-118.0,0.5413,-2.57,2,2,2
Noah Clowney,Nets @ Hornets,Hornets,Nets,4.5,,,,,100.0,0.5,,,,,,100.0,0.5,,0,0,0
