player,game,home_team,away_team,line,over_bookmaker,over_odds,over_decimal_odds,over_implied_prob,over_fair_odds,over_fair_prob,over_ev,under_bookmaker,under_odds,under_decimal_odds,under_implied_prob,under_fair_odds,under_fair_prob,under_ev,bookmakers_over,bookmakers_under,total_bookmakers
Alperen Sengun,Pelicans @ Rockets,Rockets,Pelicans,5.5,bet365,110.0,2.1,0.4762,100.0,0.5,5.0,fanduel,132.0,2.32,0.431,100.0,0.5,16.0,13,12,13
Amen Thompson,Pelicans @ Rockets,Rockets,Pelicans,5.5,bovada,120.0,2.2,0.4545,-126.0,0.5575,22.65,fanduel,118.0,2.18,0.4587,126.0,0.4425,-3.53,13,12,13
Bilal Coulibaly,Wizards @ Raptors,Raptors,Wizards,3.5,betmgm,140.0,2.4,0.4167,113.0,0.4695,12.68,hardrockbet,-145.0,1.6897,0.5918,-113.0,0.5305,-10.36,13,12,13
Cj Mccollum,Pelicans @ Rockets,Rockets,Pelicans,3.5,unknown,350.0,4.5,0.2222,152.0,0.3968,78.56,hardrockbet,125.0,2.25,0.4444,-152.0,0.6032,35.72,13,11,13
Dennis Schroder,Pistons @ Warriors,Warriors,Pistons,4.5,prophetexchange,146.0,2.46,0.4065,100.0,0.5,23.0,prizepicks,-118.0,1.8475,0.5413,100.0,0.5,-7.63,13,11,13
Payton Pritchard,Lakers @ Celtics,Celtics,Lakers,3.5,pinnacle,133.0,2.33,0.4292,134.0,0.4274,-0.42,fanatics,-150.0,1.6667,0.6,-134.0,0.5726,-4.56,13,12,13
Wendell Carter Jr,Magic @ Bucks,Bucks,Magic,2.5,fanduel,124.0,2.24,0.4464,125.0,0.4444,-0.45,bet365,-115.0,1.8696,0.5349,-125.0,0.5556,3.87,13,11,13
Andrew Nembhard,Pacers @ Hawks,Hawks,Pacers,7.5,betmgm,110.0,2.1,0.4762,126.0,0.4425,-7.07,espnbet,-110.0,1.9091,0.5238,-126.0,0.5575,6.43,12,11,12
Dangelo Russell,Nets @ Hornets,Hornets,Nets,4.5,prizepicks,-118.0,1.8475,0.5413,100.0,0.5,-7.63,bet365,120.0,2.2,0.4545,100.0,0.5,10.0,12,12,12
Jamal Shead,Wizards @ Raptors,Raptors,Wizards,6.5,betmgm,120.0,2.2,0.4545,100.0,0.5,10.0,betrivers,123.0,2.23,0.4484,100.0,0.5,11.5,11,12,12
Kevin Porter,Magic @ Bucks,Bucks,Magic,3.5,underdog,-118.0,1.8475,0.5413,100.0,0.5,-7.63,pinnacle,-102.0,1.9804,0.5049,100.0,0.5,-0.98,12,12,12
Kyle Kuzma,Magic @ Bucks,Bucks,Magic,2.5,bet365,135.0,2.35,0.4255,136.0,0.4237,-0.43,fanduel,-142.0,1.7042,0.5868,-136.0,0.5763,-1.79,12,11,12
Paolo Banchero,Magic @ Bucks,Bucks,Magic,5.5,bovada,128.0,2.28,0.4386,129.0,0.4367,-0.43,bet365,-120.0,1.8333,0.5455,-129.0,0.5633,3.27,12,10,12
Scottie Barnes,Wizards @ Raptors,Raptors,Wizards,5.5,hardrockbet,115.0,2.15,0.4651,-112.0,0.5283,13.58,betrivers,106.0,2.06,0.4854,112.0,0.4717,-2.83,12,11,12
Zion Williamson,Pelicans @ Rockets,Rockets,Pelicans,5.5,prophetexchange,130.0,2.3,0.4348,-125.0,0.5556,27.79,fanduel,122.0,2.22,0.4505,125.0,0.4444,-1.34,12,12,12
Buddy Hield,Pistons @ Warriors,Warriors,Pistons,1.5,hardrockbet,210.0,3.1,0.3226,100.0,0.5,55.0,betonline,107.0,2.07,0.4831,100.0,0.5,3.5,11,8,11
Duncan Robinson,Bulls @ Heat,Heat,Bulls,2.5,bet365,130.0,2.3,0.4348,128.0,0.4386,0.88,prophetexchange,-118.0,1.8475,0.5413,-128.0,0.5614,3.72,10,11,11
Matas Buzelis,Bulls @ Heat,Heat,Bulls,1.5,hardrockbet,165.0,2.65,0.3774,-111.0,0.5261,39.42,bet365,120.0,2.2,0.4545,111.0,0.4739,4.26,11,10,11
Taurean Prince,Magic @ Bucks,Bucks,Magic,1.5,hardrockbet,165.0,2.65,0.3774,-145.0,0.5918,56.83,bet365,140.0,2.4,0.4167,145.0,0.4082,-2.03,11,10,11
Anthony Black,Magic @ Bucks,Bucks,Magic,2.5,bet365,135.0,2.35,0.4255,135.0,0.4255,-0.01,draftkings,-140.0,1.7143,0.5833,-135.0,0.5745,-1.51,10,10,10
Brook Lopez,Magic @ Bucks,Bucks,Magic,1.5,hardrockbet,240.0,3.4,0.2941,-104.0,0.5098,73.33,draftkings,-105.0,1.9524,0.5122,104.0,0.4902,-4.29,10,9,10
Jakob Poeltl,Wizards @ Raptors,Raptors,Wizards,2.5,hardrockbet,-105.0,1.9524,0.5122,115.0,0.4651,-9.19,bet365,125.0,2.25,0.4444,-115.0,0.5349,20.35,10,9,10
Kelel Ware,Bulls @ Heat,Heat,Bulls,1.5,hardrockbet,400.0,5.0,0.2,144.0,0.4098,104.9,prizepicks,-118.0,1.8475,0.5413,-144.0,0.5902,9.04,10,9,10
Kelly Olynyk,Pelicans @ Rockets,Rockets,Pelicans,2.5,bet365,-145.0,1.6897,0.5918,-591.0,0.8553,44.52,fanduel,136.0,2.36,0.4237,591.0,0.1447,-65.85,10,10,10
Marcus Smart,Wizards @ Raptors,Raptors,Wizards,2.5,fanduel,-108.0,1.9259,0.5192,103.0,0.4926,-5.13,betmgm,-115.0,1.8696,0.5349,-103.0,0.5074,-5.14,10,10,10
Onyeka Okongwu,Pacers @ Hawks,Hawks,Pacers,2.5,bet365,105.0,2.05,0.4878,112.0,0.4717,-3.3,hardrockbet,-110.0,1.9091,0.5238,-112.0,0.5283,0.86,10,10,10
