player,game,home_team,away_team,line,over_bookmaker,over_odds,over_decimal_odds,over_implied_prob,over_fair_odds,over_fair_prob,over_ev,under_bookmaker,under_odds,under_decimal_odds,under_implied_prob,under_fair_odds,under_fair_prob,under_ev,bookmakers_over,bookmakers_under,total_bookmakers
Jaylen Brown,Lakers @ Celtics,Celtics,Lakers,10.5,espnbet,105.0,2.05,0.4878,113.0,0.4695,-3.75,draftkings,-120.0,1.8333,0.5455,-113.0,0.5305,-2.74,14,12,14
Jayson Tatum,Lakers @ Celtics,Celtics,Lakers,14.5,hardrockbet,120.0,2.2,0.4545,109.0,0.4785,5.27,bovada,-105.0,1.9524,0.5122,-109.0,0.5215,1.82,14,12,14
Lebron James,Lakers @ Celtics,Celtics,Lakers,15.5,espnbet,110.0,2.1,0.4762,108.0,0.4808,0.97,hardrockbet,140.0,2.4,0.4167,-108.0,0.5192,24.61,14,13,14
Tyler Herro,Bulls @ Heat,Heat,Bulls,12.5,fanduel,104.0,2.04,0.4902,112.0,0.4717,-3.77,prizepicks,-118.0,1.8475,0.5413,-112.0,0.5283,-2.4,14,12,14
Josh Giddey,Bulls @ Heat,Heat,Bulls,15.5,betrivers,-110.0,1.9091,0.5238,100.0,0.5,-4.55,prophetexchange,125.0,2.25,0.4444,100.0,0.5,12.5,12,11,13
Draymond Green,Pistons @ Warriors,Warriors,Pistons,13.5,bet365,100.0,2.0,0.5,109.0,0.4785,-4.3,bovada,105.0,2.05,0.4878,-109.0,0.5215,6.91,12,10,12
Paolo Banchero,Magic @ Bucks,Bucks,Magic,12.5,draftkings,110.0,2.1,0.4762,117.0,0.4608,-3.23,prophetexchange,136.0,2.36,0.4237,-117.0,0.5392,27.25,11,11,12
Trey Murphy Iii,Pelicans @ Rockets,Rockets,Pelicans,8.5,caesars,112.0,2.12,0.4717,100.0,0.5,6.0,hardrockbet,110.0,2.1,0.4762,100.0,0.5,5.0,12,10,12
Zion Williamson,Pelicans @ Rockets,Rockets,Pelicans,11.5,espnbet,-110.0,1.9091,0.5238,102.0,0.495,-5.5,prophetexchange,-105.0,1.9524,0.5122,-102.0,0.5049,-1.42,11,11,12
Amen Thompson,Pelicans @ Rockets,Rockets,Pelicans,14.5,betrivers,-104.0,1.9615,0.5098,100.0,0.5,-1.92,bet365,-105.0,1.9524,0.5122,100.0,0.5,-2.38,11,10,11
Andrew Wiggins,Bulls @ Heat,Heat,Bulls,7.5,bet365,105.0,2.05,0.4878,100.0,0.5,2.5,hardrockbet,100.0,2.0,0.5,100.0,0.5,0.0,11,10,11
Bam Adebayo,Bulls @ Heat,Heat,Bulls,14.5,hardrockbet,105.0,2.05,0.4878,100.0,0.5,2.5,fanduel,100.0,2.0,0.5,100.0,0.5,0.0,11,10,11
Khris Middleton,Wizards @ Raptors,Raptors,Wizards,8.5,bet365,100.0,2.0,0.5,111.0,0.4739,-5.22,hardrockbet,105.0,2.05,0.4878,-111.0,0.5261,7.85,11,10,11
Pascal Siakam,Pacers @ Hawks,Hawks,Pacers,11.5,betparx,110.0,2.1,0.4762,108.0,0.4808,0.97,bet365,-115.0,1.8696,0.5349,-108.0,0.5192,-2.93,11,11,11
Trae Young,Pacers @ Hawks,Hawks,Pacers,14.5,fanduel,100.0,2.0,0.5,101.0,0.4975,-0.5,betparx,-107.0,1.9346,0.5169,-101.0,0.5025,-2.79,10,11,11
Cj Mccollum,Pelicans @ Rockets,Rockets,Pelicans,7.5,caesars,116.0,2.16,0.463,100.0,0.5,8.0,fanduel,114.0,2.14,0.4673,100.0,0.5,7.0,10,8,10
Jalen Green,Pelicans @ Rockets,Rockets,Pelicans,8.5,bet365,115.0,2.15,0.4651,124.0,0.4464,-4.02,betparx,106.0,2.06,0.4854,-124.0,0.5536,14.04,9,9,10
Miles Bridges,Nets @ Hornets,Hornets,Nets,12.5,fanatics,105.0,2.05,0.4878,106.0,0.4854,-0.49,prophetexchange,134.0,2.34,0.4274,-106.0,0.5146,20.42,9,10,10
Rj Barrett,Wizards @ Raptors,Raptors,Wizards,11.5,espnbet,100.0,2.0,0.5,100.0,0.5,0.0,betparx,-113.0,1.885,0.5305,100.0,0.5,-5.75,10,9,10
Wendell Carter Jr,Magic @ Bucks,Bucks,Magic,10.5,hardrockbet,120.0,2.2,0.4545,120.0,0.4545,-0.01,fanduel,102.0,2.02,0.495,-120.0,0.5455,10.19,10,9,10
Aaron Nesmith,Pacers @ Hawks,Hawks,Pacers,6.5,bet365,-105.0,1.9524,0.5122,101.0,0.4975,-2.87,hardrockbet,105.0,2.05,0.4878,-101.0,0.5025,3.01,9,9,9
Bilal Coulibaly,Wizards @ Raptors,Raptors,Wizards,8.5,fanduel,112.0,2.12,0.4717,100.0,0.5,6.0,bet365,-115.0,1.8696,0.5349,100.0,0.5,-6.52,9,8,9
Jordan Poole,Wizards @ Raptors,Raptors,Wizards,7.5,fanatics,-115.0,1.8696,0.5349,-104.0,0.5098,-4.69,fourwinds,-103.0,1.9709,0.5074,104.0,0.4902,-3.39,9,8,9
Kelly Olynyk,Pelicans @ Rockets,Rockets,Pelicans,8.5,bet365,-115.0,1.8696,0.5349,-107.0,0.5169,-3.36,betmgm,100.0,2.0,0.5,107.0,0.4831,-3.38,9,8,9
Scottie Barnes,Wizards @ Raptors,Raptors,Wizards,13.5,fanatics,110.0,2.1,0.4762,100.0,0.5,5.0,underdog,-118.0,1.8475,0.5413,100.0,0.5,-7.63,9,8,9
Al Horford,Lakers @ Celtics,Celtics,Lakers,8.5,betmgm,100.0,2.0,0.5,113.0,0.4695,-6.1,underdog,-118.0,1.8475,0.5413,-113.0,0.5305,-1.99,8,8,8
Andrew Nembhard,Pacers @ Hawks,Hawks,Pacers,10.5,betmgm,110.0,2.1,0.4762,100.0,0.5,5.0,fanduel,106.0,2.06,0.4854,100.0,0.5,3.0,8,8,8
Dennis Schroder,Pistons @ Warriors,Warriors,Pistons,6.5,prophetexchange,110.0,2.1,0.4762,100.0,0.5,5.0,bet365,-105.0,1.9524,0.5122,100.0,0.5,-2.38,8,6,8
Duncan Robinson,Bulls @ Heat,Heat,Bulls,5.5,fanatics,125.0,2.25,0.4444,131.0,0.4329,-2.6,espnbet,-150.0,1.6667,0.6,-131.0,0.5671,-5.48,8,7,8
Kelel Ware,Bulls @ Heat,Heat,Bulls,11.5,caesars,116.0,2.16,0.463,100.0,0.5,8.0,fanatics,-115.0,1.8696,0.5349,100.0,0.5,-6.52,8,8,8
Kyle Kuzma,Magic @ Bucks,Bucks,Magic,9.5,caesars,108.0,2.08,0.4808,109.0,0.4785,-0.47,fanduel,108.0,2.08,0.4808,-109.0,0.5215,8.47,8,7,8
