player,game,home_team,away_team,line,over_bookmaker,over_odds,over_decimal_odds,over_implied_prob,over_fair_odds,over_fair_prob,over_ev,under_bookmaker,under_odds,under_decimal_odds,under_implied_prob,under_fair_odds,under_fair_prob,under_ev,bookmakers_over,bookmakers_under,total_bookmakers
Jayson Tatum,Lakers @ Celtics,Celtics,Lakers,1.5,draftkings,170.0,2.7,0.3704,168.0,0.3731,0.74,bet365,-190.0,1.5263,0.6552,-168.0,0.6269,-4.32,10,7,10
Kyle Kuzma,Magic @ Bucks,Bucks,Magic,0.5,prizepicks,-118.0,1.8475,0.5413,-109.0,0.5215,-3.65,ballybet,100.0,2.0,0.5,109.0,0.4785,-4.3,10,7,10
Lebron James,Lakers @ Celtics,Celtics,Lakers,0.5,caesars,270.0,3.7,0.2703,100.0,0.5,85.0,fanduel,140.0,2.4,0.4167,100.0,0.5,20.0,10,7,10
Andrew Wiggins,Bulls @ Heat,Heat,Bulls,0.5,caesars,215.0,3.15,0.3175,-197.0,0.6633,108.94,ballybet,185.0,2.85,0.3509,197.0,0.3367,-4.04,9,6,9
Coby White,Bulls @ Heat,Heat,Bulls,0.5,caesars,205.0,3.05,0.3279,-171.0,0.631,92.45,bet365,160.0,2.6,0.3846,171.0,0.369,-4.06,9,6,9
Cole Anthony,Magic @ Bucks,Bucks,Magic,0.5,unknown,-160.0,1.625,0.6154,100.0,0.5,-18.75,bet365,130.0,2.3,0.4348,100.0,0.5,15.0,9,6,9
Derrick White,Lakers @ Celtics,Celtics,Lakers,1.5,fanduel,194.0,2.94,0.3401,199.0,0.3344,-1.69,draftkings,-245.0,1.4082,0.7101,-199.0,0.6656,-6.27,9,7,9
Dorian Finneysmith,Lakers @ Celtics,Celtics,Lakers,0.5,draftkings,-135.0,1.7407,0.5745,100.0,0.5,-12.97,bet365,145.0,2.45,0.4082,100.0,0.5,22.5,8,5,9
Jimmy Butler,Pistons @ Warriors,Warriors,Pistons,1.5,hardrockbet,125.0,2.25,0.4444,131.0,0.4329,-2.6,draftkings,-140.0,1.7143,0.5833,-131.0,0.5671,-2.78,9,6,9
Malik Beasley,Pistons @ Warriors,Warriors,Pistons,0.5,prophetexchange,-154.0,1.6494,0.6063,-191.0,0.6563,8.25,bet365,180.0,2.8,0.3571,191.0,0.3436,-3.79,9,4,9
Moses Moody,Pistons @ Warriors,Warriors,Pistons,0.5,ballybet,-177.0,1.565,0.639,100.0,0.5,-21.75,fanduel,154.0,2.54,0.3937,100.0,0.5,27.0,9,6,9
Tim Hardaway Jr,Pistons @ Warriors,Warriors,Pistons,0.5,fliff,-105.0,1.9524,0.5122,-103.0,0.5074,-0.94,ballybet,-112.0,1.8929,0.5283,103.0,0.4926,-6.76,9,6,9
Tyler Herro,Bulls @ Heat,Heat,Bulls,0.5,prophetexchange,-166.0,1.6024,0.6241,-188.0,0.6528,4.6,fourwinds,185.0,2.85,0.3509,188.0,0.3472,-1.05,9,6,9
Cade Cunningham,Pistons @ Warriors,Warriors,Pistons,0.5,caesars,175.0,2.75,0.3636,196.0,0.3378,-7.11,draftkings,175.0,2.75,0.3636,-196.0,0.6622,82.11,8,4,8
Jrue Holiday,Lakers @ Celtics,Celtics,Lakers,1.5,prophetexchange,250.0,3.5,0.2857,204.0,0.3289,15.12,draftkings,170.0,2.7,0.3704,-204.0,0.6711,81.2,8,5,8
Kentavious Caldwellpope,Magic @ Bucks,Bucks,Magic,0.5,ballybet,-215.0,1.4651,0.6825,-185.0,0.6491,-4.9,bet365,180.0,2.8,0.3571,185.0,0.3509,-1.75,8,4,8
Taurean Prince,Magic @ Bucks,Bucks,Magic,0.5,bet365,-140.0,1.7143,0.5833,-126.0,0.5575,-4.43,ballybet,112.0,2.12,0.4717,126.0,0.4425,-6.19,8,4,8
Tobias Harris,Pistons @ Warriors,Warriors,Pistons,0.5,fanduel,-225.0,1.4444,0.6923,-189.0,0.654,-5.54,bet365,180.0,2.8,0.3571,189.0,0.346,-3.12,8,4,8
Wendell Carter Jr,Magic @ Bucks,Bucks,Magic,0.5,unknown,-170.0,1.5882,0.6296,100.0,0.5,-20.59,bet365,140.0,2.4,0.4167,100.0,0.5,20.0,8,4,8
Jalen Duren,Pistons @ Warriors,Warriors,Pistons,0.5,prophetexchange,-168.0,1.5952,0.6269,196.0,0.3378,-46.11,ballybet,175.0,2.75,0.3636,-196.0,0.6622,82.11,7,3,7
Matas Buzelis,Bulls @ Heat,Heat,Bulls,0.5,ballybet,108.0,2.08,0.4808,120.0,0.4545,-5.46,bet365,-135.0,1.7407,0.5745,-120.0,0.5455,-5.04,7,4,7
Stephen Curry,Pistons @ Warriors,Warriors,Pistons,1.5,bet365,185.0,2.85,0.3509,195.0,0.339,-3.39,draftkings,-238.0,1.4202,0.7041,-195.0,0.661,-6.12,7,4,7
Jonathan Isaac,Magic @ Bucks,Bucks,Magic,0.5,bet365,100.0,2.0,0.5,109.0,0.4785,-4.3,prizepicks,-118.0,1.8475,0.5413,-109.0,0.5215,-3.65,6,3,6
Josh Giddey,Bulls @ Heat,Heat,Bulls,1.5,bet365,165.0,2.65,0.3774,100.0,0.5,32.5,fanduel,178.0,2.78,0.3597,100.0,0.5,39.0,6,4,6
Kelel Ware,Bulls @ Heat,Heat,Bulls,0.5,bet365,-145.0,1.6897,0.5918,100.0,0.5,-15.52,ballybet,125.0,2.25,0.4444,100.0,0.5,12.5,6,4,6
Rj Barrett,Wizards @ Raptors,Raptors,Wizards,0.5,draftkings,265.0,3.65,0.274,-183.0,0.6467,136.05,bet365,165.0,2.65,0.3774,183.0,0.3534,-6.35,6,3,6
Amen Thompson,Pelicans @ Rockets,Rockets,Pelicans,1.5,fourwinds,116.0,2.16,0.463,128.0,0.4386,-5.26,bet365,-135.0,1.7407,0.5745,-128.0,0.5614,-2.28,4,4,5
Anthony Black,Magic @ Bucks,Bucks,Magic,1.5,prophetexchange,190.0,2.9,0.3448,100.0,0.5,45.0,bet365,-200.0,1.5,0.6667,100.0,0.5,-25.0,5,1,5
Dalton Knecht,Lakers @ Celtics,Celtics,Lakers,0.5,unknown,175.0,2.75,0.3636,189.0,0.346,-4.85,bet365,-235.0,1.4255,0.7015,-189.0,0.654,-6.77,5,1,5
Duncan Robinson,Bulls @ Heat,Heat,Bulls,0.5,prophetexchange,110.0,2.1,0.4762,-113.0,0.5305,11.41,bet365,100.0,2.0,0.5,113.0,0.4695,-6.1,5,1,5
Jalen Green,Pelicans @ Rockets,Rockets,Pelicans,0.5,hardrockbet,115.0,2.15,0.4651,-138.0,0.5798,24.66,bet365,145.0,2.45,0.4082,138.0,0.4202,2.95,5,3,5
Keon Johnson,Nets @ Hornets,Hornets,Nets,1.5,prophetexchange,148.0,2.48,0.4032,161.0,0.3831,-4.99,bet365,-155.0,1.6452,0.6078,-161.0,0.6169,1.49,5,3,5
Kyshawn George,Wizards @ Raptors,Raptors,Wizards,1.5,draftkings,225.0,3.25,0.3077,100.0,0.5,62.5,betparx,170.0,2.7,0.3704,100.0,0.5,35.0,5,3,5
Payton Pritchard,Lakers @ Celtics,Celtics,Lakers,0.5,prophetexchange,-160.0,1.625,0.6154,-180.0,0.6428,4.46,bet365,160.0,2.6,0.3846,180.0,0.3571,-7.15,5,1,5
Scottie Barnes,Wizards @ Raptors,Raptors,Wizards,1.5,betparx,108.0,2.08,0.4808,119.0,0.4566,-5.03,prizepicks,-118.0,1.8475,0.5413,-119.0,0.5434,0.39,5,4,5
Tari Eason,Pelicans @ Rockets,Rockets,Pelicans,1.5,draftkings,160.0,2.6,0.3846,-127.0,0.5595,45.47,bet365,140.0,2.4,0.4167,127.0,0.4405,5.72,5,3,5
Zion Williamson,Pelicans @ Rockets,Rockets,Pelicans,1.5,bet365,160.0,2.6,0.3846,169.0,0.3717,-3.36,fourwinds,-205.0,1.4878,0.6721,-169.0,0.6283,-6.52,4,4,5
Aj Green,Magic @ Bucks,Bucks,Magic,0.5,unknown,-125.0,1.8,0.5556,-109.0,0.5215,-6.13,bet365,-105.0,1.9524,0.5122,109.0,0.4785,-6.58,4,1,4
Al Horford,Lakers @ Celtics,Celtics,Lakers,0.5,hardrockbet,-200.0,1.5,0.6667,100.0,0.5,-25.0,bet365,150.0,2.5,0.4,100.0,0.5,25.0,4,1,4
Buddy Hield,Pistons @ Warriors,Warriors,Pistons,0.5,unknown,-140.0,1.7143,0.5833,-123.0,0.5516,-5.44,bet365,110.0,2.1,0.4762,123.0,0.4484,-5.84,4,1,4
Cam Thomas,Nets @ Hornets,Hornets,Nets,0.5,betparx,-117.0,1.8547,0.5392,100.0,0.5,-7.27,betparx,-114.0,1.8772,0.5327,100.0,0.5,-6.14,3,4,4
Cj Mccollum,Pelicans @ Rockets,Rockets,Pelicans,0.5,prizepicks,-118.0,1.8475,0.5413,-104.0,0.5098,-5.81,bet365,-110.0,1.9091,0.5238,104.0,0.4902,-6.42,4,4,4
Dangelo Russell,Nets @ Hornets,Hornets,Nets,0.5,hardrockbet,260.0,3.6,0.2778,-159.0,0.6139,121.0,bet365,155.0,2.55,0.3922,159.0,0.3861,-1.54,4,3,4
Dennis Schroder,Pistons @ Warriors,Warriors,Pistons,0.5,bet365,110.0,2.1,0.4762,118.0,0.4587,-3.67,bet365,-140.0,1.7143,0.5833,-118.0,0.5413,-7.2,4,1,4
Dillon Brooks,Pelicans @ Rockets,Rockets,Pelicans,0.5,prophetexchange,-210.0,1.4762,0.6774,-174.0,0.635,-6.26,bet365,170.0,2.7,0.3704,174.0,0.365,-1.45,4,3,4
Gabe Vincent,Lakers @ Celtics,Celtics,Lakers,0.5,unknown,-115.0,1.8696,0.5349,-105.0,0.5122,-4.24,bet365,-110.0,1.9091,0.5238,105.0,0.4878,-6.87,4,1,4
Gary Payton Ii,Pistons @ Warriors,Warriors,Pistons,1.5,bet365,165.0,2.65,0.3774,100.0,0.5,32.5,bet365,-225.0,1.4444,0.6923,100.0,0.5,-27.78,4,1,4
Goga Bitadze,Magic @ Bucks,Bucks,Magic,0.5,bet365,180.0,2.8,0.3571,181.0,0.3559,-0.35,bet365,-240.0,1.4167,0.7059,-181.0,0.6441,-8.75,4,1,4
Isaiah Stewart,Pistons @ Warriors,Warriors,Pistons,0.5,bet365,205.0,3.05,0.3279,219.0,0.3135,-4.38,bet365,-290.0,1.3448,0.7436,-219.0,0.6865,-7.68,4,1,4
Jakob Poeltl,Wizards @ Raptors,Raptors,Wizards,1.5,fourwinds,170.0,2.7,0.3704,182.0,0.3546,-4.26,bet365,-200.0,1.5,0.6667,-182.0,0.6454,-3.19,4,3,4
Jalen Smith,Bulls @ Heat,Heat,Bulls,0.5,bet365,170.0,2.7,0.3704,181.0,0.3559,-3.91,bet365,-230.0,1.4348,0.697,-181.0,0.6441,-7.58,4,1,4
Jaxson Hayes,Lakers @ Celtics,Celtics,Lakers,0.5,bet365,100.0,2.0,0.5,113.0,0.4695,-6.1,prizepicks,-118.0,1.8475,0.5413,-113.0,0.5305,-1.99,4,4,4
Kevin Porter,Magic @ Bucks,Bucks,Magic,1.5,bet365,175.0,2.75,0.3636,100.0,0.5,37.5,bet365,-235.0,1.4255,0.7015,100.0,0.5,-28.73,4,1,4
Khris Middleton,Wizards @ Raptors,Raptors,Wizards,0.5,hardrockbet,-105.0,1.9524,0.5122,-155.0,0.6078,18.67,fourwinds,140.0,2.4,0.4167,155.0,0.3922,-5.87,4,3,4
Mark Williams,Nets @ Hornets,Hornets,Nets,0.5,prizepicks,-118.0,1.8475,0.5413,-109.0,0.5215,-3.65,bet365,100.0,2.0,0.5,109.0,0.4785,-4.3,4,4,4
Simone Fontecchio,Pistons @ Warriors,Warriors,Pistons,0.5,bet365,155.0,2.55,0.3922,167.0,0.3745,-4.5,bet365,-210.0,1.4762,0.6774,-167.0,0.6255,-7.66,4,1,4
Yves Missi,Pelicans @ Rockets,Rockets,Pelicans,0.5,betparx,-104.0,1.9615,0.5098,110.0,0.4762,-6.59,prizepicks,-118.0,1.8475,0.5413,-110.0,0.5238,-3.23,4,4,4
Zaccharie Risacher,Pacers @ Hawks,Hawks,Pacers,0.5,hardrockbet,135.0,2.35,0.4255,103.0,0.4926,15.76,fourwinds,-110.0,1.9091,0.5238,-103.0,0.5074,-3.13,4,3,4
Andrew Nembhard,Pacers @ Hawks,Hawks,Pacers,1.5,draftkings,190.0,2.9,0.3448,143.0,0.4115,19.34,fourwinds,-152.0,1.6579,0.6032,-143.0,0.5885,-2.43,3,2,3
Bilal Coulibaly,Wizards @ Raptors,Raptors,Wizards,1.5,fourwinds,170.0,2.7,0.3704,189.0,0.346,-6.58,fourwinds,-235.0,1.4255,0.7015,-189.0,0.654,-6.77,3,2,3
Dyson Daniels,Pacers @ Hawks,Hawks,Pacers,2.5,bet365,-105.0,1.9524,0.5122,-111.0,0.5261,2.72,prophetexchange,125.0,2.25,0.4444,111.0,0.4739,6.63,2,3,3
Gui Santos,Pistons @ Warriors,Warriors,Pistons,0.5,prophetexchange,104.0,2.04,0.4902,-111.0,0.5261,7.32,bet365,100.0,2.0,0.5,111.0,0.4739,-5.22,3,1,3
Jamal Shead,Wizards @ Raptors,Raptors,Wizards,0.5,draftkings,275.0,3.75,0.2667,-162.0,0.6183,131.86,bet365,150.0,2.5,0.4,162.0,0.3817,-4.58,3,1,3
Jordan Hawkins,Pelicans @ Rockets,Rockets,Pelicans,0.5,hardrockbet,185.0,2.85,0.3509,104.0,0.4902,39.71,bet365,100.0,2.0,0.5,-104.0,0.5098,1.96,3,1,3
Kelly Olynyk,Pelicans @ Rockets,Rockets,Pelicans,0.5,bet365,-125.0,1.8,0.5556,-111.0,0.5261,-5.3,fourwinds,-103.0,1.9709,0.5074,111.0,0.4739,-6.6,3,3,3
Kevon Looney,Pistons @ Warriors,Warriors,Pistons,0.5,bet365,130.0,2.3,0.4348,137.0,0.4219,-2.96,bet365,-165.0,1.6061,0.6226,-137.0,0.5781,-7.15,3,1,3
Kristaps Porzingis,Lakers @ Celtics,Celtics,Lakers,1.5,betparx,175.0,2.75,0.3636,194.0,0.3401,-6.47,bet365,-220.0,1.4545,0.6875,-194.0,0.6598,-4.03,3,3,3
Miles Bridges,Nets @ Hornets,Hornets,Nets,0.5,bet365,-130.0,1.7692,0.5652,-122.0,0.5495,-2.78,betparx,108.0,2.08,0.4808,122.0,0.4505,-6.3,3,3,3
Onyeka Okongwu,Pacers @ Hawks,Hawks,Pacers,0.5,hardrockbet,-105.0,1.9524,0.5122,-141.0,0.5851,14.23,fourwinds,140.0,2.4,0.4167,141.0,0.4149,-0.42,3,2,3
Pascal Siakam,Pacers @ Hawks,Hawks,Pacers,0.5,hardrockbet,-120.0,1.8333,0.5455,-148.0,0.5968,9.41,fourwinds,138.0,2.38,0.4202,148.0,0.4032,-4.04,3,2,3
Trae Young,Pacers @ Hawks,Hawks,Pacers,0.5,hardrockbet,-135.0,1.7407,0.5745,-140.0,0.5833,1.54,fourwinds,135.0,2.35,0.4255,140.0,0.4167,-2.08,3,2,3
Trey Murphy Iii,Pelicans @ Rockets,Rockets,Pelicans,0.5,bet365,-240.0,1.4167,0.7059,-196.0,0.6622,-6.19,bet365,180.0,2.8,0.3571,196.0,0.3378,-5.42,3,2,3
Tyrese Haliburton,Pacers @ Hawks,Hawks,Pacers,1.5,betparx,-134.0,1.7463,0.5726,-115.0,0.5349,-6.59,bet365,115.0,2.15,0.4651,115.0,0.4651,-0.0,3,3,3
Tyrese Martin,Nets @ Hornets,Hornets,Nets,0.5,bet365,-105.0,1.9524,0.5122,101.0,0.4975,-2.87,prizepicks,-118.0,1.8475,0.5413,-101.0,0.5025,-7.16,3,2,3
Ziaire Williams,Nets @ Hornets,Hornets,Nets,0.5,bet365,-225.0,1.4444,0.6923,-182.0,0.6454,-6.78,bet365,165.0,2.65,0.3774,182.0,0.3546,-6.03,3,3,3
Aaron Nesmith,Pacers @ Hawks,Hawks,Pacers,0.5,bet365,-135.0,1.7407,0.5745,-121.0,0.5475,-4.7,fourwinds,110.0,2.1,0.4762,121.0,0.4525,-4.97,2,2,2
Alperen Sengun,Pelicans @ Rockets,Rockets,Pelicans,1.5,bet365,155.0,2.55,0.3922,173.0,0.3663,-6.59,bet365,-210.0,1.4762,0.6774,-173.0,0.6337,-6.45,1,2,2
Ben Sheppard,Pacers @ Hawks,Hawks,Pacers,0.5,draftkings,310.0,4.1,0.2439,-161.0,0.6169,152.93,bet365,145.0,2.45,0.4082,161.0,0.3831,-6.14,2,1,2
Bennedict Mathurin,Pacers @ Hawks,Hawks,Pacers,0.5,hardrockbet,140.0,2.4,0.4167,154.0,0.3937,-5.51,bet365,-180.0,1.5556,0.6428,-154.0,0.6063,-5.68,2,1,2
Brandin Podziemski,Pistons @ Warriors,Warriors,Pistons,1.5,bet365,155.0,2.55,0.3922,167.0,0.3745,-4.5,bet365,-210.0,1.4762,0.6774,-167.0,0.6255,-7.66,2,1,2
Clint Capela,Pacers @ Hawks,Hawks,Pacers,0.5,bet365,155.0,2.55,0.3922,171.0,0.369,-5.91,bet365,-210.0,1.4762,0.6774,-171.0,0.631,-6.85,2,1,2
Daquan Jeffries,Nets @ Hornets,Hornets,Nets,0.5,prophetexchange,-115.0,1.8696,0.5349,-114.0,0.5327,-0.41,bet365,105.0,2.05,0.4878,114.0,0.4673,-4.2,2,1,2
Haywood Highsmith,Bulls @ Heat,Heat,Bulls,0.5,bet365,-150.0,1.6667,0.6,-133.0,0.5708,-4.86,bet365,120.0,2.2,0.4545,133.0,0.4292,-5.58,2,1,2
Jabari Smith,Pelicans @ Rockets,Rockets,Pelicans,0.5,betparx,102.0,2.02,0.495,115.0,0.4651,-6.05,bet365,-130.0,1.7692,0.5652,-115.0,0.5349,-5.37,2,2,2
Jamison Battle,Wizards @ Raptors,Raptors,Wizards,0.5,prophetexchange,184.0,2.84,0.3521,161.0,0.3831,8.8,bet365,-170.0,1.5882,0.6296,-161.0,0.6169,-2.02,2,1,2
Jordan Poole,Wizards @ Raptors,Raptors,Wizards,1.5,fourwinds,170.0,2.7,0.3704,189.0,0.346,-6.58,fourwinds,-235.0,1.4255,0.7015,-189.0,0.654,-6.77,2,2,2
Jose Alvarado,Pelicans @ Rockets,Rockets,Pelicans,1.5,bet365,160.0,2.6,0.3846,100.0,0.5,30.0,prophetexchange,-152.0,1.6579,0.6032,100.0,0.5,-17.11,2,2,2
Josh Green,Nets @ Hornets,Hornets,Nets,0.5,fourwinds,-250.0,1.4,0.7143,204.0,0.3289,-53.95,fourwinds,185.0,2.85,0.3509,-204.0,0.6711,91.26,2,2,2
Karlo Matkovic,Pelicans @ Rockets,Rockets,Pelicans,0.5,bet365,140.0,2.4,0.4167,154.0,0.3937,-5.51,bet365,-180.0,1.5556,0.6428,-154.0,0.6063,-5.68,1,2,2
Marcus Smart,Wizards @ Raptors,Raptors,Wizards,0.5,draftkings,310.0,4.1,0.2439,-140.0,0.5833,139.15,bet365,128.0,2.28,0.4386,140.0,0.4167,-4.99,2,1,2
Mouhamed Gueye,Pacers @ Hawks,Hawks,Pacers,0.5,hardrockbet,150.0,2.5,0.4,133.0,0.4292,7.3,bet365,-140.0,1.7143,0.5833,-133.0,0.5708,-2.15,2,1,2
Moussa Diabate,Nets @ Hornets,Hornets,Nets,0.5,hardrockbet,325.0,4.25,0.2353,-113.0,0.5305,125.46,bet365,100.0,2.0,0.5,113.0,0.4695,-6.1,2,1,2
Myles Turner,Pacers @ Hawks,Hawks,Pacers,0.5,bet365,-190.0,1.5263,0.6552,100.0,0.5,-23.69,fourwinds,155.0,2.55,0.3922,100.0,0.5,27.5,2,2,2
Nic Claxton,Nets @ Hornets,Hornets,Nets,0.5,betparx,-230.0,1.4348,0.697,-185.0,0.6491,-6.87,betparx,165.0,2.65,0.3774,185.0,0.3509,-7.01,2,2,2
Nick Jr Smith,Nets @ Hornets,Hornets,Nets,0.5,bet365,-110.0,1.9091,0.5238,102.0,0.495,-5.5,prizepicks,-118.0,1.8475,0.5413,-102.0,0.5049,-6.72,2,2,2
Obi Toppin,Pacers @ Hawks,Hawks,Pacers,0.5,hardrockbet,185.0,2.85,0.3509,182.0,0.3546,1.06,bet365,-210.0,1.4762,0.6774,-182.0,0.6454,-4.73,2,1,2
Ron Holland,Pistons @ Warriors,Warriors,Pistons,0.5,hardrockbet,110.0,2.1,0.4762,115.0,0.4651,-2.33,,,,,-115.0,0.5349,,2,0,2
Thomas Bryant,Pacers @ Hawks,Hawks,Pacers,0.5,hardrockbet,170.0,2.7,0.3704,173.0,0.3663,-1.1,bet365,-200.0,1.5,0.6667,-173.0,0.6337,-4.94,2,1,2
Trendon Watford,Nets @ Hornets,Hornets,Nets,0.5,hardrockbet,350.0,4.5,0.2222,122.0,0.4505,102.73,bet365,105.0,2.05,0.4878,-122.0,0.5495,12.65,2,1,2
Chris Boucher,Wizards @ Raptors,Raptors,Wizards,0.5,bet365,155.0,2.55,0.3922,173.0,0.3663,-6.59,bet365,-210.0,1.4762,0.6774,-173.0,0.6337,-6.45,1,1,1
Corey Kispert,Wizards @ Raptors,Raptors,Wizards,0.5,bet365,200.0,3.0,0.3333,220.0,0.3125,-6.25,bet365,-275.0,1.3636,0.7334,-220.0,0.6875,-6.25,1,1,1
Dayron Sharpe,Nets @ Hornets,Hornets,Nets,0.5,bet365,-145.0,1.6897,0.5918,-127.0,0.5595,-5.46,bet365,115.0,2.15,0.4651,127.0,0.4405,-5.29,1,1,1
Jakobe Walter,Wizards @ Raptors,Raptors,Wizards,1.5,bet365,170.0,2.7,0.3704,188.0,0.3472,-6.26,bet365,-230.0,1.4348,0.697,-188.0,0.6528,-6.34,1,1,1
Jalen Wilson,Nets @ Hornets,Hornets,Nets,0.5,bet365,128.0,2.28,0.4386,140.0,0.4167,-4.99,bet365,-160.0,1.625,0.6154,-140.0,0.5833,-5.21,1,1,1
Lamelo Ball,Nets @ Hornets,Hornets,Nets,0.5,bet365,-220.0,1.4545,0.6875,-179.0,0.6416,-6.68,bet365,160.0,2.6,0.3846,179.0,0.3584,-6.82,1,1,1
Orlando Robinson,Wizards @ Raptors,Raptors,Wizards,0.5,bet365,130.0,2.3,0.4348,143.0,0.4115,-5.36,bet365,-165.0,1.6061,0.6226,-143.0,0.5885,-5.48,1,1,1
Richaun Holmes,Wizards @ Raptors,Raptors,Wizards,0.5,bet365,190.0,2.9,0.3448,209.0,0.3236,-6.16,bet365,-260.0,1.3846,0.7222,-209.0,0.6764,-6.35,1,1,1
Seth Curry,Nets @ Hornets,Hornets,Nets,0.5,bet365,170.0,2.7,0.3704,188.0,0.3472,-6.26,bet365,-230.0,1.4348,0.697,-188.0,0.6528,-6.34,1,1,1
Steven Adams,Pelicans @ Rockets,Rockets,Pelicans,0.5,bet365,165.0,2.65,0.3774,183.0,0.3534,-6.35,bet365,-225.0,1.4444,0.6923,-183.0,0.6467,-6.59,1,1,1
Tidjane Salaun,Nets @ Hornets,Hornets,Nets,0.5,bet365,115.0,2.15,0.4651,127.0,0.4405,-5.29,bet365,-145.0,1.6897,0.5918,-127.0,0.5595,-5.46,1,1,1
Tj Mcconnell,Pacers @ Hawks,Hawks,Pacers,0.5,bet365,-225.0,1.4444,0.6923,-183.0,0.6467,-6.59,bet365,165.0,2.65,0.3774,183.0,0.3534,-6.35,1,1,1
Aj Lawson,Wizards @ Raptors,Raptors,Wizards,1.5,,,,,-118.0,0.5413,,,,,,118.0,0.4587,,0,0,0
Damion Baugh,Nets @ Hornets,Hornets,Nets,1.5,,,,,418.0,0.1931,,,,,,-418.0,0.807,,0,0,0
